날짜,지점명,담당자명,병원명,segment,activities,품목,품목규격,처방수량,처방금액,월
2025-02-09,대전지점,대전지점_1팀장,서초_B_병원_8,일반의원,시연,인장캡슐,400mg,39,83655,2
2025-02-15,경기북부,경기북부_1팀장,상무_A_병원_4,종합병원,PT,벨로정,2.5mg,240,84000,2
2025-02-06,서울2본부,서울2본부_사원1,수원_B_병원_1,상급종합,대면,아키정,250mg,759,2428800,2
2025-02-19,경기남부,경기남부_사원5,수원_A_병원_7,일반의원,시연,담솔정,10mg,12,10224,2
2025-02-19,경기남부,경기남부_사원5,수원_A_병원_7,일반의원,시연,아키정,100mg,13,19500,2
2025-02-09,광주지점,광주지점_사원4,강남_D_병원_6,상급종합,대면,포트폴듀오정,250mg,175,92750,2
2025-02-09,광주지점,광주지점_사원4,강남_D_병원_6,상급종합,대면,아키정,250mg,624,1996800,2
2025-02-11,경기북부,경기북부_사원7,상무_A_병원_10,종합병원,컨택,포트폴듀오정,100mg,157,51810,2
2025-02-11,경기북부,경기북부_사원7,상무_A_병원_10,종합병원,컨택,베라스트정,300mg,120,63600,2
2025-02-20,충청지점,충청지점_사원1,마포_D_병원_9,종합병원,컨택,인장캡슐,200mg,248,305040,2
2025-02-21,대구지점,대구지점_사원2,마포_C_병원_3,상급종합,PT,인장캡슐,200mg,524,644520,2
2025-02-04,서울1본부,서울1본부_1팀장,해운대_A_병원_1,일반의원,PT,포트폴듀오정,100mg,46,15180,2
2025-02-01,서울2본부,서울2본부_사원5,송파_A_병원_10,상급종합,니즈환기,데이터패치,10매,389,1167000,2
2025-02-01,서울2본부,서울2본부_사원5,송파_A_병원_10,상급종합,니즈환기,아키정,100mg,214,321000,2
2025-02-27,대구지점,대구지점_1팀장,춘천_A_병원_8,상급종합,피드백,베라스트정,600mg,545,343350,2
2025-02-27,대구지점,대구지점_1팀장,춘천_A_병원_8,상급종합,피드백,인장캡슐,400mg,254,544830,2
2025-02-05,충청지점,충청지점_사원3,둔산_C_병원_4,상급종합,피드백,벨로정,2.5mg,473,165550,2
2025-02-17,대전지점,대전지점_사원3,상무_A_병원_7,종합병원,시연,인장캡슐,200mg,220,270600,2
2025-02-17,대전지점,대전지점_사원3,상무_A_병원_7,종합병원,시연,베라스트정,300mg,93,49290,2
2025-02-06,서울2본부,서울2본부_사원3,송파_A_병원_1,일반의원,접근,포트폴듀오정,150mg,5,2150,2
2025-02-06,서울2본부,서울2본부_사원3,송파_A_병원_1,일반의원,접근,포트폴듀오정,50mg,23,5290,2
2025-02-09,대전지점,대전지점_사원1,춘천_D_병원_3,상급종합,피드백,인장캡슐,400mg,214,459030,2
2025-02-09,대전지점,대전지점_사원1,춘천_D_병원_3,상급종합,피드백,베라스트정,600mg,714,449820,2
2025-02-27,서울2본부,서울2본부_사원4,상무_A_병원_8,종합병원,접근,포트폴듀오정,250mg,229,121370,2
2025-02-14,충청지점,충청지점_사원4,상무_B_병원_5,일반의원,접근,아키정,100mg,39,58500,2
2025-02-16,경기북부,경기북부_사원4,서초_C_병원_7,종합병원,시연,인장캡슐,400mg,268,574860,2
2025-02-13,광주지점,광주지점_사원2,송파_A_병원_7,종합병원,컨택,데이터패치,10매,161,483000,2
2025-02-13,광주지점,광주지점_사원2,송파_A_병원_7,종합병원,컨택,담솔정,5mg,55,28325,2
2025-02-19,충청지점,충청지점_사원7,상무_A_병원_4,종합병원,니즈환기,인장캡슐,200mg,242,297660,2
2025-02-19,충청지점,충청지점_사원7,상무_A_병원_4,종합병원,니즈환기,아키정,250mg,243,777600,2
2025-02-06,서울2본부,서울2본부_사원3,서초_B_병원_4,종합병원,니즈환기,담솔정,10mg,84,71568,2
2025-02-20,서울1본부,서울1본부_사원3,수원_A_병원_1,상급종합,니즈환기,베라스트정,600mg,411,258930,2
2025-02-06,강원지점,강원지점_사원6,서초_D_병원_7,상급종합,PT,베라스트정,300mg,752,398560,2
2025-02-06,강원지점,강원지점_사원6,서초_D_병원_7,상급종합,PT,포트폴듀오정,250mg,240,127200,2
2025-02-06,광주지점,광주지점_사원3,수성구_B_병원_4,종합병원,시연,베라스트정,600mg,183,115290,2
2025-02-26,충청지점,충청지점_사원2,해운대_A_병원_8,종합병원,컨택,포트폴듀오정,150mg,55,23650,2
2025-02-10,경기북부,경기북부_사원2,강남_A_병원_4,일반의원,니즈환기,베라스트정,600mg,27,17010,2
2025-02-10,경기북부,경기북부_사원2,강남_A_병원_4,일반의원,니즈환기,포트폴듀오정,50mg,46,10580,2
2025-02-23,충청지점,충청지점_사원7,마포_D_병원_8,일반의원,클로징,데이터패치,10매,38,114000,2
2025-02-23,충청지점,충청지점_사원7,마포_D_병원_8,일반의원,클로징,포트폴듀오정,250mg,8,4240,2
2025-02-22,부산지점,부산지점_사원3,강남_C_병원_5,일반의원,니즈환기,포트폴듀오정,50mg,38,8740,2
2025-02-22,부산지점,부산지점_사원3,강남_C_병원_5,일반의원,니즈환기,인장캡슐,200mg,31,38130,2
2025-02-02,경기북부,경기북부_사원2,송파_D_병원_8,상급종합,클로징,인장캡슐,200mg,280,344400,2
2025-02-01,경기남부,경기남부_사원2,서초_B_병원_6,상급종합,PT,아키정,250mg,201,643200,2
2025-02-04,서울2본부,서울2본부_사원5,마포_C_병원_6,상급종합,PT,아키정,250mg,181,579200,2
2025-02-04,서울2본부,서울2본부_사원5,마포_C_병원_6,상급종합,PT,벨로정,2.5mg,684,239400,2
2025-02-08,경기북부,경기북부_사원5,상무_A_병원_9,종합병원,대면,벨로정,2.5mg,97,33950,2
2025-02-08,경기북부,경기북부_사원5,상무_A_병원_9,종합병원,대면,아키정,100mg,95,142500,2
2025-02-01,서울2본부,서울2본부_사원6,마포_A_병원_8,종합병원,PT,포트폴듀오정,50mg,225,51750,2
2025-02-22,광주지점,광주지점_사원4,둔산_D_병원_9,종합병원,니즈환기,벨로정,2.5mg,238,83300,2
2025-02-22,광주지점,광주지점_사원4,둔산_D_병원_9,종합병원,니즈환기,아키정,250mg,245,784000,2
2025-02-05,서울2본부,서울2본부_사원3,송파_B_병원_9,종합병원,니즈환기,포트폴듀오정,150mg,120,51600,2
2025-02-05,서울2본부,서울2본부_사원3,송파_B_병원_9,종합병원,니즈환기,담솔정,5mg,107,55105,2
2025-02-18,대구지점,대구지점_1팀장,수원_B_병원_5,상급종합,니즈환기,포트폴듀오정,250mg,576,305280,2
2025-02-18,대구지점,대구지점_1팀장,수원_B_병원_5,상급종합,니즈환기,아키정,100mg,697,1045500,2
2025-02-02,서울1본부,서울1본부_사원3,강남_B_병원_9,일반의원,니즈환기,담솔정,10mg,9,7668,2
2025-02-02,서울1본부,서울1본부_사원3,강남_B_병원_9,일반의원,니즈환기,인장캡슐,400mg,6,12870,2
2025-02-06,부산지점,부산지점_사원6,서초_C_병원_6,종합병원,PT,담솔정,5mg,201,103515,2
2025-02-26,광주지점,광주지점_사원1,해운대_A_병원_9,상급종합,시연,담솔정,10mg,744,633888,2
2025-02-26,광주지점,광주지점_사원1,해운대_A_병원_9,상급종합,시연,인장캡슐,400mg,511,1096095,2
2025-02-02,부산지점,부산지점_사원7,마포_A_병원_2,상급종합,PT,데이터패치,10매,563,1689000,2
2025-02-02,부산지점,부산지점_사원7,마포_A_병원_2,상급종합,PT,베라스트정,300mg,412,218360,2
2025-02-22,경기남부,경기남부_사원6,수원_D_병원_8,상급종합,컨택,담솔정,10mg,156,132912,2
2025-02-22,경기남부,경기남부_사원6,수원_D_병원_8,상급종합,컨택,인장캡슐,200mg,717,881910,2
2025-02-04,서울1본부,서울1본부_사원6,둔산_A_병원_3,상급종합,클로징,포트폴듀오정,100mg,480,158400,2
2025-02-26,대전지점,대전지점_사원4,수성구_C_병원_4,종합병원,니즈환기,데이터패치,10매,163,489000,2
2025-02-26,대전지점,대전지점_사원4,수성구_C_병원_4,종합병원,니즈환기,담솔정,5mg,294,151410,2
2025-02-28,부산지점,부산지점_사원5,해운대_A_병원_8,상급종합,컨택,담솔정,5mg,174,89610,2
2025-02-05,광주지점,광주지점_사원5,송파_B_병원_3,일반의원,피드백,인장캡슐,200mg,36,44280,2
2025-02-23,서울2본부,서울2본부_사원2,강남_B_병원_5,상급종합,PT,포트폴듀오정,150mg,726,312180,2
2025-02-04,서울1본부,서울1본부_1팀장,강남_C_병원_2,종합병원,컨택,벨로정,2.5mg,208,72800,2
2025-02-05,광주지점,광주지점_1팀장,강남_B_병원_8,상급종합,컨택,베라스트정,300mg,107,56710,2
2025-02-16,광주지점,광주지점_사원4,서초_D_병원_3,일반의원,피드백,인장캡슐,400mg,13,27885,2
2025-02-16,광주지점,광주지점_사원4,서초_D_병원_3,일반의원,피드백,아키정,100mg,18,27000,2
2025-02-22,충청지점,충청지점_사원2,서초_B_병원_8,종합병원,대면,베라스트정,600mg,256,161280,2
2025-02-22,충청지점,충청지점_사원2,서초_B_병원_8,종합병원,대면,포트폴듀오정,250mg,213,112890,2
2025-02-01,충청지점,충청지점_사원3,상무_A_병원_10,상급종합,니즈환기,아키정,250mg,281,899200,2
2025-02-15,대전지점,대전지점_사원2,수성구_C_병원_5,일반의원,PT,포트폴듀오정,100mg,18,5940,2
2025-02-15,대전지점,대전지점_사원1,춘천_C_병원_9,상급종합,PT,담솔정,5mg,238,122570,2
2025-02-18,충청지점,충청지점_사원4,춘천_C_병원_3,상급종합,니즈환기,아키정,100mg,788,1182000,2
2025-02-16,경기남부,경기남부_사원1,수성구_B_병원_9,상급종합,시연,포트폴듀오정,50mg,169,38870,2
2025-02-16,경기남부,경기남부_사원1,수성구_B_병원_9,상급종합,시연,베라스트정,300mg,196,103880,2
2025-02-24,서울2본부,서울2본부_사원5,송파_A_병원_8,종합병원,시연,벨로정,2.5mg,228,79800,2
2025-02-07,강원지점,강원지점_사원2,송파_A_병원_6,일반의원,시연,포트폴듀오정,150mg,35,15050,2
2025-02-07,강원지점,강원지점_사원2,송파_A_병원_6,일반의원,시연,인장캡슐,200mg,15,18450,2
2025-02-03,강원지점,강원지점_사원6,송파_B_병원_2,상급종합,클로징,아키정,100mg,252,378000,2
2025-02-09,부산지점,부산지점_사원4,둔산_C_병원_1,상급종합,피드백,벨로정,2.5mg,453,158550,2
2025-02-14,광주지점,광주지점_사원4,송파_D_병원_7,일반의원,클로징,베라스트정,600mg,34,21420,2
2025-02-03,충청지점,충청지점_1팀장,수원_A_병원_2,종합병원,접근,포트폴듀오정,100mg,85,28050,2
2025-02-09,대전지점,대전지점_사원3,상무_A_병원_9,상급종합,시연,포트폴듀오정,100mg,515,169950,2
2025-02-09,대전지점,대전지점_사원3,상무_A_병원_9,상급종합,시연,인장캡슐,200mg,531,653130,2
2025-02-25,부산지점,부산지점_사원4,해운대_B_병원_6,종합병원,시연,아키정,100mg,169,253500,2
2025-02-25,부산지점,부산지점_사원4,해운대_B_병원_6,종합병원,시연,포트폴듀오정,50mg,60,13800,2
2025-02-04,충청지점,충청지점_사원5,둔산_D_병원_1,일반의원,시연,베라스트정,600mg,8,5040,2
2025-02-13,광주지점,광주지점_사원2,수원_A_병원_2,일반의원,컨택,데이터패치,10매,36,108000,2
2025-02-09,충청지점,충청지점_사원7,해운대_D_병원_3,일반의원,컨택,인장캡슐,400mg,12,25740,2
2025-02-24,경기북부,경기북부_사원2,서초_C_병원_9,상급종합,접근,베라스트정,300mg,309,163770,2
2025-02-19,부산지점,부산지점_사원2,강남_B_병원_4,일반의원,컨택,베라스트정,300mg,12,6360,2
2025-02-19,부산지점,부산지점_사원2,강남_B_병원_4,일반의원,컨택,베라스트정,600mg,25,15750,2
2025-02-14,충청지점,충청지점_1팀장,춘천_C_병원_5,일반의원,PT,포트폴듀오정,250mg,18,9540,2
2025-02-09,서울2본부,서울2본부_사원7,상무_D_병원_6,종합병원,니즈환기,아키정,250mg,292,934400,2
2025-02-09,서울2본부,서울2본부_사원7,상무_D_병원_6,종합병원,니즈환기,포트폴듀오정,150mg,282,121260,2
2025-02-08,강원지점,강원지점_사원2,수원_A_병원_6,상급종합,대면,아키정,100mg,177,265500,2
2025-02-08,강원지점,강원지점_사원2,수원_A_병원_6,상급종합,대면,담솔정,5mg,359,184885,2
2025-02-21,경기북부,경기북부_사원5,강남_A_병원_10,일반의원,대면,포트폴듀오정,100mg,9,2970,2
2025-02-23,강원지점,강원지점_사원5,둔산_B_병원_2,일반의원,컨택,포트폴듀오정,100mg,38,12540,2
2025-02-14,대전지점,대전지점_사원3,수원_A_병원_9,상급종합,컨택,인장캡슐,400mg,361,774345,2
2025-02-14,대전지점,대전지점_사원3,수원_A_병원_9,상급종합,컨택,베라스트정,600mg,187,117810,2
2025-02-18,광주지점,광주지점_사원7,서초_A_병원_2,상급종합,피드백,인장캡슐,400mg,622,1334190,2
2025-02-06,광주지점,광주지점_사원2,해운대_B_병원_4,일반의원,컨택,베라스트정,300mg,10,5300,2
2025-02-17,서울1본부,서울1본부_사원1,마포_A_병원_8,일반의원,대면,포트폴듀오정,50mg,31,7130,2
2025-02-17,서울1본부,서울1본부_사원1,마포_A_병원_8,일반의원,대면,아키정,250mg,17,54400,2
2025-02-21,충청지점,충청지점_사원2,수원_C_병원_2,종합병원,PT,베라스트정,600mg,117,73710,2
2025-02-07,광주지점,광주지점_사원5,마포_B_병원_9,종합병원,컨택,담솔정,5mg,33,16995,2
2025-02-12,충청지점,충청지점_사원7,둔산_C_병원_7,일반의원,클로징,벨로정,2.5mg,23,8050,2
2025-02-21,경기북부,경기북부_사원3,마포_C_병원_8,상급종합,PT,포트폴듀오정,250mg,360,190800,2
2025-02-21,경기북부,경기북부_사원3,마포_C_병원_8,상급종합,PT,포트폴듀오정,150mg,492,211560,2
2025-02-26,부산지점,부산지점_사원3,송파_A_병원_4,일반의원,대면,담솔정,5mg,32,16480,2
2025-02-26,부산지점,부산지점_사원3,송파_A_병원_4,일반의원,대면,베라스트정,600mg,23,14490,2
2025-02-26,서울1본부,서울1본부_사원1,송파_A_병원_6,상급종합,니즈환기,담솔정,10mg,269,229188,2
2025-02-26,서울1본부,서울1본부_사원1,송파_A_병원_6,상급종합,니즈환기,담솔정,5mg,447,230205,2
2025-02-05,경기북부,경기북부_사원1,춘천_B_병원_7,상급종합,대면,포트폴듀오정,50mg,544,125120,2
2025-02-05,경기북부,경기북부_사원1,춘천_B_병원_7,상급종합,대면,아키정,250mg,260,832000,2
2025-02-05,광주지점,광주지점_사원6,수성구_A_병원_7,일반의원,니즈환기,포트폴듀오정,250mg,15,7950,2
2025-02-05,광주지점,광주지점_사원6,수성구_A_병원_7,일반의원,니즈환기,데이터패치,10매,21,63000,2
2025-02-05,서울1본부,서울1본부_사원2,수원_B_병원_4,상급종합,PT,벨로정,2.5mg,776,271600,2
2025-02-05,서울1본부,서울1본부_사원2,수원_B_병원_4,상급종합,PT,포트폴듀오정,250mg,619,328070,2
2025-02-15,대구지점,대구지점_사원1,강남_C_병원_2,상급종합,클로징,포트폴듀오정,50mg,498,114540,2
2025-02-15,대구지점,대구지점_사원1,강남_C_병원_2,상급종합,클로징,데이터패치,10매,121,363000,2
2025-02-16,충청지점,충청지점_사원6,상무_D_병원_4,상급종합,컨택,담솔정,5mg,509,262135,2
2025-02-17,대구지점,대구지점_사원6,둔산_A_병원_5,종합병원,대면,베라스트정,300mg,40,21200,2
2025-02-17,대구지점,대구지점_사원6,둔산_A_병원_5,종합병원,대면,인장캡슐,400mg,288,617760,2
2025-02-03,대전지점,대전지점_사원3,송파_A_병원_6,일반의원,컨택,데이터패치,10매,44,132000,2
2025-02-03,대전지점,대전지점_사원3,송파_A_병원_6,일반의원,컨택,벨로정,2.5mg,26,9100,2
2025-02-04,충청지점,충청지점_사원7,상무_D_병원_7,종합병원,PT,베라스트정,300mg,199,105470,2
2025-02-04,충청지점,충청지점_사원7,상무_D_병원_7,종합병원,PT,데이터패치,10매,248,744000,2
2025-02-16,강원지점,강원지점_사원3,춘천_C_병원_6,상급종합,클로징,아키정,100mg,658,987000,2
2025-02-16,강원지점,강원지점_사원3,춘천_C_병원_6,상급종합,클로징,포트폴듀오정,100mg,498,164340,2
2025-02-13,경기남부,경기남부_사원1,수원_B_병원_3,종합병원,접근,포트폴듀오정,150mg,154,66220,2
2025-02-13,경기남부,경기남부_사원1,수원_B_병원_3,종합병원,접근,담솔정,10mg,80,68160,2
2025-02-09,충청지점,충청지점_사원2,강남_B_병원_9,일반의원,피드백,베라스트정,300mg,47,24910,2
2025-02-15,경기남부,경기남부_사원6,상무_A_병원_4,상급종합,컨택,인장캡슐,200mg,106,130380,2
2025-02-05,부산지점,부산지점_1팀장,서초_A_병원_9,상급종합,피드백,아키정,250mg,726,2323200,2
2025-02-05,부산지점,부산지점_1팀장,서초_A_병원_9,상급종합,피드백,데이터패치,10매,601,1803000,2
2025-02-12,강원지점,강원지점_1팀장,마포_B_병원_8,상급종합,접근,인장캡슐,400mg,618,1325610,2
2025-02-12,강원지점,강원지점_1팀장,마포_B_병원_8,상급종합,접근,벨로정,2.5mg,332,116200,2
2025-02-15,광주지점,광주지점_사원7,마포_B_병원_6,종합병원,클로징,베라스트정,600mg,286,180180,2
2025-02-16,경기남부,경기남부_사원7,강남_C_병원_3,상급종합,시연,포트폴듀오정,250mg,416,220480,2
2025-02-20,경기북부,경기북부_사원4,둔산_C_병원_7,상급종합,대면,포트폴듀오정,250mg,679,359870,2
2025-02-13,대구지점,대구지점_사원1,해운대_D_병원_8,일반의원,클로징,포트폴듀오정,50mg,41,9430,2
2025-02-03,광주지점,광주지점_사원3,수원_B_병원_2,상급종합,피드백,베라스트정,600mg,493,310590,2
2025-02-03,광주지점,광주지점_사원3,수원_B_병원_2,상급종합,피드백,벨로정,2.5mg,710,248500,2
2025-02-21,부산지점,부산지점_사원3,송파_C_병원_2,상급종합,접근,아키정,100mg,349,523500,2
2025-02-21,부산지점,부산지점_사원3,송파_C_병원_2,상급종합,접근,벨로정,2.5mg,422,147700,2
2025-02-07,경기남부,경기남부_사원3,둔산_B_병원_9,상급종합,니즈환기,담솔정,10mg,488,415776,2
2025-02-07,경기남부,경기남부_사원3,둔산_B_병원_9,상급종합,니즈환기,베라스트정,600mg,157,98910,2
2025-02-22,광주지점,광주지점_사원2,상무_D_병원_9,종합병원,시연,포트폴듀오정,50mg,189,43470,2
2025-02-22,광주지점,광주지점_사원2,상무_D_병원_9,종합병원,시연,담솔정,5mg,277,142655,2
2025-02-09,강원지점,강원지점_사원5,해운대_B_병원_6,상급종합,시연,포트폴듀오정,100mg,229,75570,2
2025-02-04,대구지점,대구지점_사원2,수원_D_병원_2,상급종합,클로징,아키정,250mg,664,2124800,2
2025-02-25,서울2본부,서울2본부_사원5,춘천_B_병원_9,일반의원,컨택,벨로정,2.5mg,20,7000,2
2025-02-25,서울2본부,서울2본부_사원5,춘천_B_병원_9,일반의원,컨택,인장캡슐,400mg,8,17160,2
2025-02-12,경기북부,경기북부_사원4,춘천_B_병원_5,상급종합,컨택,아키정,250mg,276,883200,2
2025-02-23,강원지점,강원지점_사원7,해운대_C_병원_4,상급종합,대면,인장캡슐,400mg,483,1036035,2
2025-02-23,강원지점,강원지점_사원7,해운대_C_병원_4,상급종합,대면,베라스트정,300mg,712,377360,2
2025-02-19,대전지점,대전지점_사원3,서초_C_병원_1,일반의원,클로징,아키정,250mg,30,96000,2
2025-02-19,대전지점,대전지점_사원3,서초_C_병원_1,일반의원,클로징,포트폴듀오정,50mg,40,9200,2
2025-02-09,대구지점,대구지점_사원2,상무_C_병원_9,종합병원,접근,포트폴듀오정,150mg,86,36980,2
2025-02-26,경기남부,경기남부_사원5,마포_C_병원_4,상급종합,대면,포트폴듀오정,100mg,519,171270,2
2025-02-14,충청지점,충청지점_사원3,서초_A_병원_6,상급종합,PT,데이터패치,10매,233,699000,2
2025-02-16,광주지점,광주지점_사원4,마포_C_병원_3,상급종합,PT,데이터패치,10매,219,657000,2
2025-02-16,광주지점,광주지점_사원4,마포_C_병원_3,상급종합,PT,인장캡슐,400mg,198,424710,2
2025-02-26,충청지점,충청지점_1팀장,서초_D_병원_4,일반의원,대면,베라스트정,600mg,17,10710,2
2025-02-22,서울1본부,서울1본부_1팀장,송파_B_병원_2,상급종합,컨택,포트폴듀오정,250mg,599,317470,2
2025-02-22,광주지점,광주지점_사원4,상무_B_병원_9,일반의원,클로징,아키정,250mg,32,102400,2
2025-02-14,부산지점,부산지점_사원1,서초_C_병원_1,상급종합,시연,인장캡슐,200mg,235,289050,2
2025-02-01,서울1본부,서울1본부_사원7,상무_D_병원_2,종합병원,접근,포트폴듀오정,250mg,85,45050,2
2025-02-01,서울1본부,서울1본부_사원7,상무_D_병원_2,종합병원,접근,포트폴듀오정,50mg,215,49450,2
2025-02-17,서울1본부,서울1본부_사원6,서초_B_병원_4,일반의원,접근,인장캡슐,200mg,17,20910,2
2025-02-27,경기북부,경기북부_1팀장,춘천_C_병원_5,상급종합,접근,담솔정,10mg,484,412368,2
2025-02-05,부산지점,부산지점_사원2,마포_C_병원_6,일반의원,PT,아키정,250mg,10,32000,2
2025-02-05,부산지점,부산지점_사원2,마포_C_병원_6,일반의원,PT,아키정,100mg,50,75000,2
2025-02-09,강원지점,강원지점_사원5,서초_C_병원_1,일반의원,클로징,담솔정,10mg,41,34932,2
2025-02-09,강원지점,강원지점_사원5,서초_C_병원_1,일반의원,클로징,인장캡슐,400mg,13,27885,2
2025-02-02,경기남부,경기남부_사원2,춘천_D_병원_8,일반의원,PT,포트폴듀오정,150mg,40,17200,2
2025-02-02,경기남부,경기남부_사원2,춘천_D_병원_8,일반의원,PT,담솔정,5mg,32,16480,2
2025-02-16,서울1본부,서울1본부_사원4,수성구_A_병원_8,일반의원,접근,아키정,100mg,32,48000,2
2025-02-16,서울1본부,서울1본부_사원4,수성구_A_병원_8,일반의원,접근,포트폴듀오정,150mg,20,8600,2
2025-02-01,강원지점,강원지점_사원2,마포_A_병원_1,일반의원,대면,포트폴듀오정,50mg,10,2300,2
2025-02-01,강원지점,강원지점_사원2,마포_A_병원_1,일반의원,대면,포트폴듀오정,150mg,29,12470,2
2025-02-20,서울1본부,서울1본부_사원5,강남_A_병원_8,종합병원,니즈환기,담솔정,10mg,257,218964,2
2025-02-20,서울1본부,서울1본부_사원5,강남_A_병원_8,종합병원,니즈환기,데이터패치,10매,207,621000,2
2025-02-25,대전지점,대전지점_사원5,송파_D_병원_9,일반의원,피드백,벨로정,2.5mg,7,2450,2
2025-02-25,대전지점,대전지점_사원5,송파_D_병원_9,일반의원,피드백,아키정,100mg,38,57000,2
2025-02-12,경기남부,경기남부_사원6,송파_C_병원_1,일반의원,시연,포트폴듀오정,150mg,46,19780,2
2025-02-21,서울2본부,서울2본부_사원7,서초_A_병원_9,종합병원,피드백,데이터패치,10매,100,300000,2
2025-02-21,서울2본부,서울2본부_사원7,서초_A_병원_9,종합병원,피드백,포트폴듀오정,250mg,71,37630,2
2025-02-14,강원지점,강원지점_사원6,상무_A_병원_6,종합병원,대면,포트폴듀오정,100mg,258,85140,2
2025-02-10,광주지점,광주지점_사원6,서초_A_병원_4,일반의원,컨택,포트폴듀오정,250mg,30,15900,2
2025-02-23,서울2본부,서울2본부_사원2,송파_D_병원_2,상급종합,피드백,포트폴듀오정,50mg,285,65550,2
2025-02-23,서울1본부,서울1본부_사원5,수성구_A_병원_5,일반의원,대면,포트폴듀오정,250mg,6,3180,2
2025-02-23,서울1본부,서울1본부_사원5,수성구_A_병원_5,일반의원,대면,인장캡슐,200mg,38,46740,2
2025-02-05,서울2본부,서울2본부_사원4,둔산_D_병원_3,상급종합,피드백,아키정,100mg,800,1200000,2
2025-02-05,서울2본부,서울2본부_사원4,둔산_D_병원_3,상급종합,피드백,담솔정,5mg,670,345050,2
2025-02-11,대전지점,대전지점_1팀장,강남_C_병원_7,종합병원,니즈환기,포트폴듀오정,100mg,230,75900,2
2025-02-13,대전지점,대전지점_사원1,마포_B_병원_3,종합병원,시연,벨로정,2.5mg,127,44450,2
2025-02-13,대전지점,대전지점_사원1,마포_B_병원_3,종합병원,시연,포트폴듀오정,150mg,196,84280,2
2025-02-25,충청지점,충청지점_사원6,둔산_D_병원_9,상급종합,대면,담솔정,10mg,648,552096,2
2025-02-04,부산지점,부산지점_사원4,수성구_B_병원_6,일반의원,접근,포트폴듀오정,50mg,13,2990,2
2025-02-20,경기북부,경기북부_1팀장,수원_B_병원_10,종합병원,니즈환기,인장캡슐,400mg,134,287430,2
2025-02-20,경기북부,경기북부_1팀장,수원_B_병원_10,종합병원,니즈환기,아키정,100mg,260,390000,2
2025-02-17,대구지점,대구지점_사원2,상무_C_병원_2,상급종합,대면,아키정,250mg,616,1971200,2
2025-02-17,대구지점,대구지점_사원2,상무_C_병원_2,상급종합,대면,인장캡슐,400mg,106,227370,2
2025-02-11,경기남부,경기남부_사원5,상무_D_병원_2,상급종합,클로징,인장캡슐,200mg,768,944640,2
2025-02-10,충청지점,충청지점_사원7,둔산_A_병원_2,상급종합,접근,인장캡슐,400mg,113,242385,2
2025-02-10,충청지점,충청지점_사원7,둔산_A_병원_2,상급종합,접근,포트폴듀오정,50mg,787,181010,2
2025-02-06,경기북부,경기북부_사원6,춘천_D_병원_1,상급종합,접근,포트폴듀오정,100mg,198,65340,2
2025-02-06,경기북부,경기북부_사원6,춘천_D_병원_1,상급종합,접근,인장캡슐,400mg,649,1392105,2
2025-02-02,경기북부,경기북부_사원7,해운대_B_병원_4,일반의원,니즈환기,담솔정,5mg,9,4635,2
2025-02-02,경기북부,경기북부_사원7,해운대_B_병원_4,일반의원,니즈환기,인장캡슐,200mg,9,11070,2
2025-02-07,강원지점,강원지점_1팀장,송파_B_병원_4,상급종합,접근,아키정,100mg,640,960000,2
2025-02-07,강원지점,강원지점_1팀장,송파_B_병원_4,상급종합,접근,포트폴듀오정,50mg,376,86480,2
2025-02-23,경기북부,경기북부_사원2,마포_B_병원_6,상급종합,니즈환기,인장캡슐,200mg,447,549810,2
2025-02-10,부산지점,부산지점_사원2,춘천_A_병원_10,상급종합,접근,포트폴듀오정,150mg,197,84710,2
2025-02-19,대전지점,대전지점_사원5,수원_A_병원_6,일반의원,PT,포트폴듀오정,50mg,21,4830,2
2025-02-19,대전지점,대전지점_사원5,수원_A_병원_6,일반의원,PT,포트폴듀오정,250mg,39,20670,2
2025-02-06,충청지점,충청지점_사원2,해운대_D_병원_8,종합병원,시연,베라스트정,600mg,220,138600,2
2025-02-20,대전지점,대전지점_사원5,강남_D_병원_10,상급종합,클로징,벨로정,2.5mg,215,75250,2
2025-02-26,경기북부,경기북부_사원4,서초_C_병원_6,일반의원,니즈환기,담솔정,5mg,36,18540,2
2025-02-26,경기북부,경기북부_사원4,서초_C_병원_6,일반의원,니즈환기,포트폴듀오정,150mg,26,11180,2
2025-02-24,충청지점,충청지점_사원4,수원_D_병원_7,상급종합,피드백,인장캡슐,200mg,200,246000,2
2025-02-24,충청지점,충청지점_사원4,수원_D_병원_7,상급종합,피드백,포트폴듀오정,50mg,604,138920,2
2025-02-21,부산지점,부산지점_사원3,춘천_D_병원_8,종합병원,니즈환기,담솔정,10mg,37,31524,2
2025-02-21,부산지점,부산지점_사원3,춘천_D_병원_8,종합병원,니즈환기,포트폴듀오정,250mg,249,131970,2
2025-02-17,대구지점,대구지점_사원6,수원_D_병원_3,일반의원,PT,아키정,100mg,5,7500,2
2025-02-03,경기남부,경기남부_사원4,마포_B_병원_5,종합병원,시연,포트폴듀오정,100mg,47,15510,2
2025-02-03,경기남부,경기남부_사원4,마포_B_병원_5,종합병원,시연,벨로정,2.5mg,77,26950,2
2025-02-09,대구지점,대구지점_사원4,상무_B_병원_2,상급종합,시연,인장캡슐,200mg,469,576870,2
2025-02-09,대구지점,대구지점_사원4,상무_B_병원_2,상급종합,시연,포트폴듀오정,150mg,137,58910,2
